,datetimes,hoods,prices,bedrooms,bathrooms,sqft,housing_type,laundry,parking,cats,dogs,furnished,titles,descriptions,links
237,2021-05-30 10:14, (South Kendall 2/2),"$2,100",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,"●►  2/2 2 bed, 2 bath condo at Valencia< SOUTH KENDALL: BEST DEAL ON THIS UN","

QR Code Link to This Post


PROP # 07K72

SOUTH KENDALL: 2/2

2 bed, 2 bath condo at Valencia with 2 parking spaces on the same floor. The unit features wood floors, new A/C and full-size washer/dryer. Valencia Miami features resort style living with fitness center, barbecue area, study/meeting rooms, 24-hour security and on-site management. The complex is across from the Metrorail and minutes to the University of Miami, Sunset Place, Larkin & South Miami hospitals, and the South Miami business district. Some furniture included in unit. Responsible students welcome. Available June 20.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/bed-bath-condo-at-valencia-south/7328058124.html
238,2021-05-30 10:13, (Coral Gables 2/2),"$1,900",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 CORAL GABLES: PROMO DEAL ON THIS RENTAL The unit is fully furnished ,"

QR Code Link to This Post


PROP # 07K81

CORAL GABLES: 2/2

The unit is fully furnished for rent. It's walking distance to University of Miami, banks, restaurants.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-coral-gables-promo-deal-on-this/7329193785.html
239,2021-05-30 10:07, (Kendall 2/2),"$1,650",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 Very nice community with security g PROMO DEAL ON THIS UNIT KENDALL:,"

QR Code Link to This Post


PROP # 07K44

KENDALL: 2/2

Very nice community with security gate. 2/2 unit beautiful entrance first floor. It has pool, Gym and tennis courts. Will accept cat with security deposit of $250.00. Unit has nice balcony with storage outside. It also has to store bicycles on the second floor. It has a laundry and laundry card access. One parking space, but lots of guest parking.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-very-nice-community-with-security/7329200218.html
240,2021-05-30 10:05, (South Kendall 2/2),"$2,100",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 Remarks: Fully furnished 2 bed/ 2<S SOUTH KENDALL: HOT DEAL ON THIS ,"

QR Code Link to This Post


PROP # 07K71

SOUTH KENDALL: 2/2

Remarks: Fully furnished 2 bed/ 2 bath. 24/7 concierge and security, Internet cafe, Fitness Center, Party Room, Pool, BBQ Grills, Meditation Garden, Tanning Deck, Vehicle Wash. Excellent location walking distance to UM, Metro Rail, South Miami & Larkin Hospital, Whole Food, Sunset Place. 2 assigned parking.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-remarks-fully-furnished-bed-2s-south/7329194746.html
241,2021-05-30 10:04, (Kendall 2/2),"$1,700",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 WHY WAIT KENDALL: Amazing 2 bedrooms and 2 bathrooms<,"

QR Code Link to This Post


PROP # 07K51

KENDALL: 2/2

Amazing 2 bedrooms and 2 bathrooms condo in the heart of The Hammocks!! The unit features tile floors, open kitchen. Washer and dryer inside the unit, spacious balcony. Come enjoy all the amenities of The Hammoks including lakes, miles of joggin path, pools, tennis, gym, three clubhouse. Close to great schools, shopping, hospitals, transportation & more!! The unit is being fully painted.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-why-wait-kendall-amazing-bedrooms-and/7329202289.html
242,2021-05-30 10:03, (Kendall 2/2),"$1,575",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,"●►  2/2 BEST DEAL ON THIS UNIT KENDALL: Totally remodeled Kitchen, with new<","

QR Code Link to This Post


PROP # 07K36

KENDALL: 2/2

Totally remodeled Kitchen, with new appliances, tiling throughout, new wood laminate flooring in bedrooms, remodeled bathroom, screened tiled balcony, freshly painted and ready to move in, Shutters, community offers: 3 pools, 4 tennis courts, clubhouse with gym, 24 hour guard at gate plus roving guard in evening hours, Great park across the street (Indian Hammocks Park) ready for move in after condo approval. Lots of guest parking!!!

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-best-deal-on-this-unit-kendall/7329195624.html
243,2021-05-30 10:03, (Fontainebleu 2/2),"$1,600",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 Impressive lake and pool views from CLICK HERE TO KNOW MORE FONTAINE,"

QR Code Link to This Post


PROP # 07K06

FONTAINEBLEU: 2/2

Impressive lake and pool views from this Fontainebleau unit in Fernwoods Condo. Featuring 2 bedrooms, 2 baths, freshly painted, tiled throughout, large balcony and great community amenities. Excellent location! Close to major expressways, Dolphin and International Mall, Miami International Airport, fine dining and great schools. This property is a must see.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-impressive-lake-and-pool-views-from/7329201194.html
244,2021-05-30 09:54, (South Kendall 2/2.5),"$1,950",2BR,2.5Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2.5 This completely renovated corner townh SOUTH KENDALL: SUPER PRICE ,"

QR Code Link to This Post


PROP # 07K66

SOUTH KENDALL: 2/2.5

This completely renovated corner townhouse for rent with impact windows, updated kitchen and bathrooms is situated in the highly desirable neighborhood of South Miami. Stainless Steel appliances, brand new fixtures, private and sunny patio. Central location within 5 minutes to University of Miami and Coral Gables, 10 minutes to Dadeland Mall, 15 minutes to the airport (MIA), 20 minutes to South Beach. Owner-occupied and has maintained home to its highest standards! Pool and Garden amenities on property and plenty of green space. Parking included and Guest Parking Available. Must See!!!

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/this-completely-renovated-corner-townh/7326896211.html
245,2021-05-30 09:54, (Hammocks 2/2),"$1,575",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 Beautiful 2/2 apartment in the desi HAMMOCKS: TOP RATED RENTAL,"

QR Code Link to This Post


PROP # 06K31

HAMMOCKS: 2/2

Beautiful 2/2 apartment in the desirable Hammocks area, centrally located near Walmart, Baptist Hospital, Home Depot, great schools. Publix shopping place, CVS and Kendall Ice Arena is just a walking distance away. You will be able to access the Hammocks lakes by walking. Different restaurants. Easy to show. Unit locate on the first floor of the building. Call today for a private viewing!

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-beautiful-2-apartment-in-the-desi/7325783622.html
246,2021-05-30 09:54, (Kendall 2/2),"$1,700",2BR,2Ba,none,apartment,w/d in unit,carport,none,none,none,●►  2/2 Cute Clean 2 Bedroom 2 Bath Sing MAGNIFICENT UNIT KENDALL:,"

QR Code Link to This Post


PROP # 07K50

KENDALL: 2/2

Cute Clean 2 Bedroom 2 Bath Single Story Townhome located in The Hammocks. All White Ties with a small fenced patio. Secure Gated Community pool and access to walk to the lake. Close to shopping Areas. Easy to show.

Rent 1 Sale 1 Kendall
Bad credit, no credit, come in we'll help you.

***** Se habla español *****

Interested in a property:
Call/Text-  show contact info

786'+'7O8'+'2475
Call-  show contact info

3O5'+'982'+'8O15

**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**

T a g s:
- Kendall
- Fontainebleau
- West Fontainebleau
- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-cute-clean-bedroom-bath-sing/7328059438.html
247,2021-05-30 09:50, (Downtown Miami),"$2,800",2BR,2Ba,1100,apartment,w/d in unit,attached garage,none,none,none,**Ivy Riverfront** Downtown/Brickell LARGE Balcony 2 Bedroom,"

QR Code Link to This Post


Spectacular unit at the Ivy 2 bedrooms 2 full baths with amazing views.
*Unfurnished* Pool under renovation

1100 sq ft. Unit
1 Parking Space
WATER / CABLE / WIFI included
Renter insurance required by building
Asking Rent : $2,800/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-ivy-riverfront-downtown-brickell/7320563793.html
248,2021-05-30 09:50, (Brickell),"$7,000",2BR,2.5Ba,1356,apartment,w/d in unit,attached garage,none,none,none,**Brickell FLATIRON** OpenView 2 Bedrooms 2 Bath,"

QR Code Link to This Post


Spectacular last Ugo Colombo development Flatiron, best floorplan 2 bed, 2 bath with 1,100 sqft. Huge balcony to enjoy open views. 
** For furnished ask for details/price **
1 Year lease Only

1,356 sq ft. Unit
1 Parking Space
Asking Rent : $7,000/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.MARQUIS. TEN PARK. CITY CENTRE. BOND. SLS. LUX. HEIGHTS.    ",https://miami.craigslist.org/mdc/apa/d/miami-brickell-flatiron-openview/7316811750.html
249,2021-05-30 09:50, (Brickell Miami),"$2,145",1BR,1Ba,700,apartment,w/d in unit,attached garage,yes,yes,none,*Only $500 Deposit* Brickell 1 Bedroom 1 Bath Pool Views,"

QR Code Link to This Post


Prorated first month + $500 DEPOSIT ( Need to have good credit and income verification showing 3X Rent )
Unit comes unfurnished

700 sq ft. Unit
1 Parking = $25
Asking Rent : $2,145/month 

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, 1010. BOND. HEIGHTS. LUX. BISCAYNE BEACH. SLS. CITY CENTRE. VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-only-500-deposit-brickell-bedroom/7316806288.html
250,2021-05-30 09:50, (Brickell Miami),"$3,800",1BR,1.5Ba,950,apartment,w/d in unit,attached garage,none,none,none,NEW Building *SLS LUX BRICKELL* 1 Bedroom + Den / 2 BATHS w Great View,"

QR Code Link to This Post


SLS LUX, Large 1 Bedroom and 2 Baths

950 sq ft. Unit
1 Parking included
Asking Rent : $3,800/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.SLS. LUX. RENTALS. PANORAMA. PARAISO. HOUSE. ISOLA. VIZCAYNE. 50. MARQUIS    ",https://miami.craigslist.org/mdc/apa/d/miami-new-building-sls-lux-brickell/7321073796.html
251,2021-05-30 09:50, (BayCrest),"$18,000",4BR,3Ba,2100,apartment,w/d in unit,street parking,none,none,yes,Waterfront Furnished 4 Bedrooms 50ft BoatDock *6 month Lease*,"

QR Code Link to This Post


Available from 06/01/21 to 11/30/21. ( 6 Month Lease ONLY ) ART-DECO WATERFRONT MASTERPIECE, totally renovated with great taste. This open layout and elegant design 4 bedrooms home offers an open and bright indoor space of 2,096 sq ft. Fully furnished, great for a family and for entertaining. Southern exposure with lot of light. Private boat slip, deeded to the home for a 50’ boat, direct ocean access. Water views from almost every room. Huge & beautiful tropical garden and elegant swimming pool with dining deck. Peaceful secure neighborhood. Very laid back. You can have it all! ( Boat not included )

2,100 sq ft. Unit
Asking Rent : $18,000/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.
",https://miami.craigslist.org/mdc/apa/d/miami-waterfront-furnished-bedrooms/7323954416.html
252,2021-05-30 09:50, (Brickell),"$3,600",2BR,2Ba,1293,apartment,w/d in unit,attached garage,none,none,none,Great 2 Bedroom 2 Bath Unit Vizcayne Downtown,"

QR Code Link to This Post


*** 1 Year lease Only *** UNFURNISHED ****

Gorgeous apartment in the heart of Downtown Miami. 2/2 across from Bay Side, AAA and the port of Miami.

1,200 sq ft. Living Area
Asking Rent : $3,600/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-great-bedroom-bath-unit-vizcayne/7322982409.html
253,2021-05-30 09:50, (Brickell),"$5,650",2BR,2.5Ba,1550,apartment,w/d in unit,attached garage,none,none,none,BayView *Marquis Downtown* 2 Bedroom  2.5 Bath,"

QR Code Link to This Post


Unfurnished
Breathtaking views await you from this 1,557 S.F. custom finished 2/2.5 at Marquis Residences Miami

1,550 sq ft
1 Parking space inlcuded
Asking Price : $3,500

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

NO BROKER/REALTOR CALLS

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, RIVERFRONT. EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-bayview-marquis-downtown-bedroom/7322975130.html
254,2021-05-30 09:50, (Brickell),"$3,060",2BR,2Ba,1000,apartment,w/d in unit,attached garage,none,none,none,*Brickell* Corner 2 Bedroom ONLY $500 Deposit BEST Price 2 Bed,"

QR Code Link to This Post


Prorated first month + deposit of $500
**NON FURNISHED** GOOD Credit required ( 700+ ) and income verification to show 3X Rent

1000 sq ft. Unit
Asking Rent : $3,060/month
Parking = $25/car

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

*NO REALTOR CALLS*

1060,1050, ICON, JADE, THE SAIL, 1010. BOND. HEIGHTS. LUX. BISCAYNE BEACH. SLS. CITY CENTRE. VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BROADSTONE. SOLITAIR. BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-brickell-corner-bedroom-only-500/7322978681.html
255,2021-05-30 09:50, (Brickell),"$3,000",1BR,1Ba,842,apartment,w/d in unit,attached garage,none,none,none,**ICON BRICKELL** Large 1 BEDROOM Wifi/cable included,"

QR Code Link to This Post


Large 1/1 Bedroom at Icon Brickell
**For furnished ask for details**

842 sq ft. Living Area
1 Parking included on the rent
WATER WIFI CABLE included
Asking Rent : $3,000/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE. 101. BOND. SLS. THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, RIVERFRONT. EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-icon-brickell-large-bedroom-wifi/7322972604.html
256,2021-05-30 09:50, (Downtown),"$1,700",0BR,1Ba,564,apartment,w/d in unit,no parking,none,none,none,Centro Downtown *Studio* Great layout and Location,"

QR Code Link to This Post


Studio at Centro. 1 Year lease Only

564 sq ft. Unit
NO Parking Space
WATER / CABLE included
Asking Rent : $1,700/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-centro-downtown-studio-great/7325098746.html
257,2021-05-30 09:49, (Edgewater Miami),"$3,800",1BR,1.5Ba,959,apartment,w/d in unit,attached garage,none,none,none,*One Paraiso* Edgewater East Views 1 Bedroom 1.5 Bath,"

QR Code Link to This Post


One Paraiso Condo in Brickell. Best price for 1 Bedrooms + 1.5 Baths. 
*Furnished Option, 1 year lease*

959 sq ft. Unit
1 Parking Space
WATER/CABLE included
Asking Rent : $3,800/month

You can either Text or Call :
Emmanuel CLODIC
show contact info

English/French/Spanish
Envirotek Realty Group

**NO REALTOR/BROKER CALLS**

1060,1050, ICON, JADE, THE SAIL, VUE, THE CLUB, THE MARK, BRICKELL KEY, ONE MIAMI, ONE BROADWAY, BRICKELL FIRST, LATITUDE, NEO VERTIKA, AXIS, 500, BRICKELL ON THE RIVER, MINT. IVY. WIND. CENTRE 1010.THE EMERALD, SKYLINE, INFINITY, THE PLAZA, SOLARIS, THE LOFT DOWNTOWN, 4 MIDTOWN, MIDRISE, MIDTOWN 2, EPIC, VIZCAYNE, EVERGLADES ON THE BAY, 50 BISCAYNE, MARINA BLUE, 900 BISCAYNE, 888, TEN MUSEUM, BISCAYNE BLVD, MIDTOWN, DOWNTOWN, BRICKELL, MIAMI, 33130, 33131, 33132, 33129.    ",https://miami.craigslist.org/mdc/apa/d/miami-one-paraiso-edgewater-east-views/7325093351.html
