id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
358,2021-05-30 07:34:00,Kendall,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 KENDALL: SUPER PRICE  ON THIS UNIT LOWEST PRICE PROPERTY! 2 BEDROOMS,"34KENDALL: 2/2LOWEST PRICE PROPERTY! 2 BEDROOMS, 2 BATHROOMS CONDO ON THE FIRST FLOOR, CORNER UNIT, CERAMIC FLOORS EVERYWHERE, COMMUNITY WITH POOL, CLUBHOUSE, TENNIS, SECURITY GATES & GUARDS, ACROSS THE STREET FROM PUBLIX, CVS AND BUS LINES. NO PETS AS PER ASSOCIATION RULES. SEE ATTACHMENTS FOR APPLICATIONS.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-kendall-super-price-on-this-unit/7327948162.html
359,2021-05-30 07:34:00,Kendall,1650,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 GREAT RENTAL UNIT RARE FIRST FLOOR, KENDALL: WONDERFUL UNIT","46KENDALL: 2/2GREAT RENTAL UNIT RARE FIRST FLOOR, ON BEAUTIFUL GARDENS OF KENDALL NO 1. LOCATED RIGHT ACROSS FROM MIAMI-DADE COLLEGE KENDALL CAMPUS NEAR 874 AND THE TURNPIKE. SPLIT BEDROOM PLAN, TILE FLOORS AND NICE PATIO OVERLOOKING A GREEN AREA. NICE FAMILY COMMUNITY CENTRALLY LOCATED. WON'T LAST LONG BRING YOUR TENANTSRent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-great-rental-unit-rare-first-floor/7327974702.html
360,2021-05-30 07:34:00,Kendall,1600,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 Beautiful 2 spacious bedrooms / 2<S AVAILABLE FOR SHORT TIME KENDALL,"39KENDALL: 2/2Beautiful 2 spacious bedrooms / 2 full bathrooms, wall to wall tile flooring and Walk-in Closets, unit is located on the Third floor. All appliances including, washer and dryer inside the unit. Gated community also has security patrolling & cameras 2 Club House with pools, Tennis court. . Rent includes water & sewer, and Comcast basic cable. No pets per association/and owner. Excellent schools in the neighborhood. Walking distance to restaurants and shopping centers.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-beautiful-spacious-bedrooms-2s/7327984223.html
361,2021-05-30 07:33:00,Miami Beach,1600,1,1.0,600.0,condo,w/d in unit,street parking,yes,yes,yes,Fabulous Furnished 1/1 in South Beach,"STREET PARKING! CREDIT MINIMUM 650! ONE YEAR LEASE!Amazing modern fully renovated & tastefully furnished 1 bedroom apartment.Wood-look tiles, fully stocked kitchen w/GE stainless steel appliances. Bathroom w/window, luxury shower & sink. Bedroom queen-size bed, huge walk-in organized closetCustom blinds and black out shades. Washer/dryer in-unit Ready to move-in, fully furnished, turn key.INTERNET & CABLE INCLUDED!Robert Jonesshow contact infoThe Keyes Company    ",https://miami.craigslist.org/mdc/apa/d/miami-beach-fabulous-furnished-1-in/7329168567.html
364,2021-05-30 07:27:00,Kendall,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 2/2 Condo centrally location in wes KENDALL: INCREDIBLE PRICE,"32KENDALL: 2/22/2 Condo centrally location in west Kendall.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/condo-centrally-location-in-wes-kendall/7329165101.html
365,2021-05-30 07:26:00,Miami Beach,1300,1,1.0,700.0,apartment,no laundry on site,street parking,yes,no,no,Spacious 1/1 in Normandy Isles!,"Credit Minimum 650! Street Parking! 1st Last and Security! No Pets!Nice spacious one bedroom and one bath apartment in Normandy Isles! Energy efficient air conditioning, large bedroom, large living room, stainless steel appliances and lots of light! Walking distance to many restaurants, shops and stores! No laundry on site!Robert Jonesshow contact infoThe Keyes Company    ",https://miami.craigslist.org/mdc/apa/d/miami-beach-spacious-1-in-normandy-isles/7329167527.html
366,2021-05-30 07:24:00,Coral Gables,2400,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 CORAL GABLES: Beautiful 2B/2B Condo Unit at One<S PRIME LOCATION,"95CORAL GABLES: 2/2Beautiful 2B/2B Condo Unit at One Village Place for rent. Unit features stainless steel appls, European style cabinetry with granite counter-tops, laminated wood floors all throughout, marble bathrooms, blackouts in the bedrooms and city views. Amenities include pool w/ sun deck, fitness center, lounge room and 24/7 security and concierge service. Unit has 1 assigned parking with guest parking spaces available. Building is located at walking distance to The Shops of Merrick Park, dining and entertainment.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-coral-gables-beautiful-2b-2b-condo/7329163316.html
367,2021-05-30 07:21:00,Kendall,1950,2,2.5,,apartment,w/d in unit,carport,no,no,no,2/2.5 This completely renovated corner townh SOUTH KENDALL: FOR A SHORT ,"66SOUTH KENDALL: 2/2.5This completely renovated corner townhouse for rent with impact windows, updated kitchen and bathrooms is situated in the highly desirable neighborhood of South Miami. Stainless Steel appliances, brand new fixtures, private and sunny patio. Central location within 5 minutes to University of Miami and Coral Gables, 10 minutes to Dadeland Mall, 15 minutes to the airport (MIA), 20 minutes to South Beach. Owner-occupied and has maintained home to its highest standards! Pool and Garden amenities on property and plenty of green space. Parking included and Guest Parking Available. Must See!!!Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/this-completely-renovated-corner-townh/7329165459.html
368,2021-05-30 07:17:00,Coral Gables,3342,2,2.0,1245.0,apartment,w/d in unit,attached garage,yes,yes,no,"Boutique Building, Pet Friendly, Heated Pool","IN-PERSON TOURS AVAILABLE We are now welcoming in-person, virtual and self-guided tours by appointment only. Please contact us today to schedule your appointment.  show contact info.Elegance, refinement, and style are the defining attributes of The Residences at Merrick Park apartments in Coral Gables, FL. Luxury and vitality await you at our apartments near Coconut Grove, FL. With immaculate one bedroom, two bedroom, and three bedroom floorplans, our over one hundred customized and distinctive residences will speak for themselves when you tour the best Coral Gables, FL apartments.Amenities:-Boutique Building-Pool and Mall Views-W/D in Apartment-Conference Room with Smart TV-Club room with Billiard table and Coffee bar-Heated Pool-Pet Friendly-Kitchen with Granite Countertops - Stainless Steel: French Door Refrigerator with Water Dispenser, Oven, Dishwasher, and Microwave-Fitness Center-Separate Dining Room-Quartz Countertops in Bathrooms with Waterfall Faucets-Surrounded by entertainment, fine dining and elegant shoppingCall:  show contact infoEqual Housing Opportunity    ",https://miami.craigslist.org/mdc/apa/d/coral-gables-boutique-building-pet/7318272040.html
369,2021-05-30 07:15:00,Kendall,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 Best Deal in Town! Beautiful gated< KENDALL: TOP RATED RENTAL,"30KENDALL: 2/2Best Deal in Town! Beautiful gated community with roaming guards live on the 1st floor among the gorgeous landscape of this outdoor atrium style building of an updated 2 bedroom 2 bathroom spacious unit that features a large master bedroom w/walk in closet, large living space and careened in covered patio w/storage room, 3 pools, 4 tennis courts and tons of guest parking. It is located in close proximity to parks, shopping centers and many restaurants along within great schools district.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-best-deal-in-town-beautiful-gated/7329163583.html
370,2021-05-30 07:14:00,Kendall,1575,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 AVAILABLE ASAP HAMMOCKS: Vista Verde at Deerwood is a Ken,"26HAMMOCKS: 2/2Vista Verde at Deerwood is a Kendall-area apartment complex featuring 1, 2- and 3-bedroom residences. Conveniently located near grocery stores, malls, pharmacies, restaurants and the Zoo Miami, these apartments offer easy access to major roads and the Florida Turnpike. Elegance, convenience, and tranquility make Vista Verde at Deerwood an ideal rental community. On-site professional staff is available for your comfort. Welcome Home! www.vvdeerwood.com Disclaimer: Images of unit are of model unit on property, not one promoted. All units are unfurnished.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-available-asap-hammocks-vista-verde/7325641222.html
371,2021-05-30 07:14:00,Dadeland,2150,2,2.5,,apartment,w/d in unit,carport,no,no,no,2/2.5 MAGNIFICENT UNIT DADELAND: GREAT 2 STORY TOWNHOUSE IN CENTRALL,"87DADELAND: 2/2.5GREAT 2 STORY TOWNHOUSE IN CENTRALLY LOCATED AND GATED DADELAND COVE COMMUNITY. THIS TOWNHOUSE FEATURES AN OPEN KITCHEN, TILE IN LIVING AREAS AND WOOD FLOORS IN BEDROOMS, TILED TERRACE, WASHER/DRYER INSIDE & VERY SPACIOUS BEDROOMS. KITCHEN CABINETS & COUNTER TOPS WILL BE UPGRADED BEFORE MOVE IN. CLOSE TO TARGET, WHOLE FOODS, RESTAURANTS & PUBLIC TRANSPORTATION. TENANT OCCUPIED 24 HR NOTICE TO SHOW A MUST. SHOWINGS ONLY TUESDAYS 4-6 PM W/APPT ONLY. UNIT WILL BE AVAILABLE FOR AN AUGUST 1ST MOVE IN.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/magnificent-unit-dadeland-great-story/7327961517.html
372,2021-05-30 07:14:00,Fontainebleau,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 THIS UNIT IS READY LOCATION, LOCATION, LOCATION! THIS IS< FONTAINEBL","02FONTAINEBLEU: 2/2LOCATION, LOCATION, LOCATION! THIS IS A GREAT FURNISHED UNIT IN THE FONTAINEBLEAU AREA CLOSE TO WALMART, PUBLIX, SHOPS, RESTAURANTS, MIAMI INTERNATIONAL AIRPORT & MAJOR HIGHWAYS! UNIT FEATURES TILE THROUGHOUT, 2 WALK IN CLOSETS IN MASTER BEDROOM & SPACIOUS BALCONY OVERLOOKING LAKE. OWNER OCCUPIED 24 HR NOTICE TO SHOW A MUST!Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-this-unit-is-ready-location-location/7327971277.html
373,2021-05-30 07:02:00,Dadeland,2200,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 VERY NICE RENTAL Huge 2 bedroom with over sized l DADELAND:,"90DADELAND: 2/2Huge 2 bedroom with over sized living room and master bedroom. This is a must see, on a quiet corner of the community with a nice view! Live at just above the restaurants for convenience but don't deal with the noise! Downtown Dadeland offers an incredible location with easy access anywhere... right downstairs you have restaurants and coffee walk to Publix, Trader Joes, 4 banks and even a metro rail stop right onsite! Internet and cable included! Extra parking available for rent at $150 per month. Very fast and easy approval.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-very-nice-rental-huge-bedroom-with/7329162979.html
374,2021-05-30 06:56:00,Aventura,1385,1,1.5,900.0,condo,laundry in bldg,carport,no,no,no,"REMODELED 1 BED 1.5BATH CONDO IN AVENTURA $1,385/MO","CALL/TEXT  show contact infoBeautiful newly Remodeled 1 Bed 1.5 Bath in the heart of Aventura across the Street from Aventura mall. Great Location, walking distance to Aventura Mall, Publix, Winn-Dixie, CVS, Banks, Restaurants, shops, bus stops. Easy access to Ives Dairy Road, Collins Av. Quiet, safe community. Aventura is great for Best A+ Rated Public schools PRICE $1,385/Mo for 1 year lease minimum. Responsible tenant with a steady job. Includes Parking, Cable, Water/Trash, Pool, laundry facility Condo Features: - Open new Kitchen w/Granite countertop- Kitchen breakfast bar- Tile throughout- Large screened porch- Pool in a community- 24hr SecurityText/Call  show contact info",https://miami.craigslist.org/mdc/apa/d/miami-remodeled-bed-15bath-condo-in/7317507727.html
375,2021-05-30 06:56:00,Coral Gables,2375,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 THIS RENTAL IS READY Spacious, open floor plan 2/2 all<S CORAL GABLE","94CORAL GABLES: 2/2Spacious, open floor plan 2/2 all tiled unit with washer & dryer inside. Walking distance from Shops at Merrick Place, restaurants and metrorail. Building has 24 hour security, pool, gym and assigned parking for one car. Second parking space can be leased from the association.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-this-rental-is-ready-spacious-open/7329161565.html
376,2021-05-30 06:54:00,Kendall,1575,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 Vista Verde at Deerwood is a Ken HAMMOCKS: AVAILABLE TODAY,"26HAMMOCKS: 2/2Vista Verde at Deerwood is a Kendall-area apartment complex featuring 1, 2- and 3-bedroom residences. Conveniently located near grocery stores, malls, pharmacies, restaurants and the Zoo Miami, these apartments offer easy access to major roads and the Florida Turnpike. Elegance, convenience, and tranquility make Vista Verde at Deerwood an ideal rental community. On-site professional staff is available for your comfort. Welcome Home! www.vvdeerwood.com Disclaimer: Images of unit are of model unit on property, not one promoted. All units are unfurnished.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-vista-verde-at-deerwood-is-ken/7325632783.html
377,2021-05-30 06:54:00,Kendall,1650,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 HAMMOCKS: Spacious 2/2 in gated community of< GREAT OPPORTUNITY,"42HAMMOCKS: 2/2Spacious 2/2 in gated community of Royal Palm Place. Close to Walmart, Target and Baptist Hospital.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-hammocks-spacious-2-in-gated/7325634068.html
378,2021-05-30 06:54:00,Kendall,1725,2,2.5,,apartment,w/d in unit,carport,no,no,no,2/2.5 Large 2 story condo on the 2nd<S KENDALL: WONDERFUL RENTAL,"52KENDALL: 2/2.5Large 2 story condo on the 2nd floor with w/d inside. Large balcony over looking pool area. All tile floor and freshly painted.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/large-story-condo-on-the-2nds-kendall/7327959650.html
379,2021-05-30 06:48:00,Kendall,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 GREAT LOCATION, CLOSE TO SHOPPINGS,<SP CALL NOW KENDALL:","31KENDALL: 2/2GREAT LOCATION, CLOSE TO SHOPPINGS, EXCELLENT SCHOOLS, SHORT DISTANCE TO TURNPIKE. NICE LAYOUT, VERY WELL MAINTAINED, WASHER AND DRYER IN THE UNIT COMMUNITY POOL, CLUBHOUSE & LOTS OF GUEST PARKING.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-great-location-close-to-shoppingssp/7329161335.html
380,2021-05-30 06:47:00,Coral Gables,2400,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 VERY NICE UNIT Beautiful 2B/2B Condo Unit at One<S CORAL GABLES:,"95CORAL GABLES: 2/2Beautiful 2B/2B Condo Unit at One Village Place for rent. Unit features stainless steel appls, European style cabinetry with granite counter-tops, laminated wood floors all throughout, marble bathrooms, blackouts in the bedrooms and city views. Amenities include pool w/ sun deck, fitness center, lounge room and 24/7 security and concierge service. Unit has 1 assigned parking with guest parking spaces available. Building is located at walking distance to The Shops of Merrick Park, dining and entertainment.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-very-nice-unit-beautiful-2b-2b-condo/7329159881.html
381,2021-05-30 06:45:00,Kendall,1900,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 KENDALL: GREAT OPPORTUNITY Unique opportunity to lease this sp,"63KENDALL: 2/2Unique opportunity to lease this spacious bright 2 bedroom 2 bath condo in Kings Creek With over 1100 square feet. This move-in ready condo features all new flooring, washer and dryer inside and 2 assigned parking spaces. Quiet Safe community with a community pool, clubhouse and tennis courts. Ideally situated minutes from Dadeland, US1, major expressways, restaurants and shopping. Plenty of guest parking available and easy to show by appointment.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-kendall-great-opportunity-unique/7329161761.html
382,2021-05-30 06:44:00,Fontainebleau,1700,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 ACT NOW Desirable location, near FIU, major<SP FONTAINEBLEU:","13FONTAINEBLEU: 2/2Desirable location, near FIU, major highways, shops, and restaurants. The condo roof is at least 6 years old, washer and dryer inside the unit, Security cameras throughout the building, quiet neighborhood, tiled floors, wood in bedrooms, very clean, nonsmoking, utilities include trash and water. The pictures are from the same property but another time that the property was for rent in the past. I have not currently taken pictures of the property but you can analyze the Kitchen, Bathrooms, and Size of the Bedrooms. AVAILABLE AUGUST 1. 2021Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-act-now-desirable-location-near-fiu/7329160289.html
383,2021-05-30 06:36:00,Kendall,2100,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 AFFORDABLE UNITS SOUTH KENDALL: 2 bed, 2 bath condo at Valencia<","72SOUTH KENDALL: 2/22 bed, 2 bath condo at Valencia with 2 parking spaces on the same floor. The unit features wood floors, new A/C and full-size washer/dryer. Valencia Miami features resort style living with fitness center, barbecue area, study/meeting rooms, 24-hour security and on-site management. The complex is across from the Metrorail and minutes to the University of Miami, Sunset Place, Larkin & South Miami hospitals, and the South Miami business district. Some furniture included in unit. Responsible students welcome. Available June 20.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-affordable-units-south-kendall-bed/7329160082.html
384,2021-05-30 06:34:00,Kendall,1575,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 EXCELLENT CORNER LOCATION; IN GOOD  A CHANCE LIKE NO OTHER HAMMOCKS:,"27HAMMOCKS: 2/2EXCELLENT CORNER LOCATION; IN GOOD CONDITION; RECENTLY REBUILT MASTER BEDROOM; LAUNDRY ROOM INSIDE UNIT; INCLUDES DINING AREA LAMP; TWO FANS WITH LIGHTS IN MASTER AND SECOND BEDROOM. AMENITIES INCLUDED: COMMUNITY POOL; CLUBHOUSE; GYM; ROVING SECURITY; TENNIS AND PLAYGROUND SPLIT PLAN BEDROOMS; FlORIDA ROOM FACES A GARDEN AREA. SITUATED NEAR MAYOR ACCESS ROADS; RESTAURANTS; SUPERMARKETS; OTHER SHOPPING AND MORE. EASY TO SHOW ON LOCK BOXRent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/miami-2-excellent-corner-location-in/7324476476.html
385,2021-05-30 06:34:00,Kendall,1650,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 Beautiful apartment located on a re HAMMOCKS: HURRY BEFORE ITS GONE,"43HAMMOCKS: 2/2Beautiful apartment located on a resort style community. Spacious unit, open floor plan, two bedrooms and two bathrooms, ceramic tiles, newer bathrooms, ceramic tiles, washer and dryer, newer kitchen and stainless steal appliances. In addition the unit has storage and balcony overlooking the garden and tennis courts. Community pool, playground, tennis courts, gated entry, etc. One assigned parking and guest parking.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-beautiful-apartment-located-on-re/7324472988.html
